frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
3,phase_2,CHOICE2,11,block5_phase_2_t11,0.050131,1010.795168,1050.649748,,
4,phase_2,CHOICE2,11,block5_phase_2_t11,0.067172,1010.812255,1050.666789,,
5,phase_2,CHOICE2,11,block5_phase_2_t11,0.083634,1010.828836,1050.683251,,
6,phase_2,CHOICE2,11,block5_phase_2_t11,0.101287,1010.846433,1050.700904,,
7,phase_2,CHOICE2,11,block5_phase_2_t11,0.116976,1010.862618,1050.716594,,
8,phase_2,CHOICE2,11,block5_phase_2_t11,0.134302,1010.880016,1050.733919,,
9,phase_2,CHOICE2,11,block5_phase_2_t11,0.150281,1010.895478,1050.749899,,
10,phase_2,CHOICE2,11,block5_phase_2_t11,0.167037,1010.912275,1050.766655,,
11,phase_2,CHOICE2,11,block5_phase_2_t11,0.184356,1010.929574,1050.783973,,
12,phase_2,CHOICE2,11,block5_phase_2_t11,0.201503,1010.946756,1050.801121,,
13,phase_2,CHOICE2,11,block5_phase_2_t11,0.216977,1010.96207,1050.816595,,
14,phase_2,CHOICE2,11,block5_phase_2_t11,0.233478,1010.978679,1050.833095,,
15,phase_2,CHOICE2,11,block5_phase_2_t11,0.250324,1010.995554,1050.849942,,
16,phase_2,CHOICE2,11,block5_phase_2_t11,0.266553,1011.011869,1050.866171,,
17,phase_2,CHOICE2,11,block5_phase_2_t11,0.283665,1011.028793,1050.883283,,
18,phase_2,CHOICE2,11,block5_phase_2_t11,1.305912,1012.050946,1051.905529,CHOICE2_response,
